N,P,K,temperature,humidity,ph,rainfall,label
94.6,22.5,45.3,26.01,79.94,6.48,216.1,Sugarcane
114.4,74.8,69.0,26.99,80.36,5.77,141.35,Banana
101.7,20.8,25.1,19.86,67.35,6.34,151.58,Coffee
18.3,64.8,17.2,29.69,46.74,3.55,38.75,Mothbeans
28.8,139.8,206.3,29.78,87.3,6.48,71.01,Grapes
10.3,49.6,60.2,26.44,57.23,6.8,94.35,Groundnut
97.5,40.8,16.3,18.02,55.89,7.49,76.24,Wheat
64.9,65.9,53.6,34.48,91.03,6.09,126.55,Papaya
140.8,51.8,17.3,29.33,59.81,7.09,84.09,Cotton
31.4,14.6,39.2,34.35,78.97,6.36,172.08,Coconut
117.8,68.2,23.6,30.84,61.52,6.17,80.93,Cotton
18.3,59.2,79.3,30.54,60.15,6.78,76.15,Groundnut
113.1,45.3,31.2,30.42,85.23,6.1,160.81,Sugarcane
46.2,76.0,60.1,25.36,93.54,7.44,152.39,Papaya
66.7,49.6,39.3,23.21,76.17,6.07,298.24,Rice
95.7,52.5,49.7,30.16,94.24,6.75,133.42,Banana
28.9,23.4,38.0,31.33,78.72,6.14,121.39,Mango
25.2,9.8,13.7,27.08,82.99,6.27,112.17,Orange
21.7,18.8,29.5,30.48,86.82,6.66,121.55,Coconut
25.2,47.3,25.6,27.21,60.17,3.97,69.38,Mothbeans
34.5,119.9,186.7,20.36,80.11,6.6,90.41,Grapes
94.1,27.1,21.5,29.43,91.0,5.81,186.08,Sugarcane
43.3,66.7,79.1,19.89,28.96,7.45,60.3,Chickpea
109.4,53.5,26.1,27.3,45.66,6.71,54.65,Cotton
21.2,10.3,13.1,23.08,91.48,6.23,97.03,Orange
25.6,71.0,27.0,28.16,32.63,7.84,48.3,Lentil
27.2,55.3,21.5,34.5,92.0,6.68,51.57,Mungbean
104.3,53.3,21.8,21.06,52.85,6.64,69.83,Wheat
87.7,36.9,28.0,21.68,65.14,6.51,113.71,Maize
46.8,75.2,18.3,32.81,74.41,6.86,69.1,Blackgram
32.2,132.0,215.7,22.67,81.93,6.05,150.69,Apple
52.9,56.3,51.1,32.04,85.22,6.04,156.52,Papaya
16.5,62.5,23.5,23.66,32.73,6.74,52.29,Lentil
43.6,63.0,15.4,27.29,73.76,7.92,55.57,Blackgram
29.7,35.3,26.7,30.09,75.06,7.22,97.99,Mango
86.0,42.7,25.2,34.8,94.3,7.12,162.62,Sugarcane
87.4,37.6,42.8,34.22,93.12,6.63,160.1,Sugarcane
23.5,79.7,29.7,27.55,52.92,7.44,135.1,Pigeonpeas
17.4,29.4,49.2,31.11,68.79,6.17,82.54,Mango
24.6,18.8,28.6,32.31,94.59,6.97,221.25,Coconut
11.9,45.9,79.0,29.32,60.48,7.04,82.97,Groundnut
43.7,69.2,51.4,28.44,82.68,6.69,146.39,Papaya
108.1,33.1,27.3,25.12,83.14,6.54,130.82,Coffee
140.4,48.2,16.3,31.26,59.42,6.15,72.76,Cotton
90.3,66.3,68.7,31.52,87.44,6.83,134.71,Banana
23.7,130.8,216.1,11.18,82.84,5.56,123.67,Apple
68.9,59.5,44.2,22.44,90.91,5.84,182.84,Rice
84.7,60.4,22.1,20.68,66.41,7.36,111.13,Wheat
30.3,39.3,30.3,26.99,77.0,6.97,101.2,Mango
63.0,58.3,44.5,28.6,92.36,5.9,244.71,Jute
50.9,68.5,86.6,18.34,37.32,6.23,95.11,Chickpea
47.5,81.3,87.3,26.92,41.55,6.45,55.15,Chickpea
23.2,24.1,49.5,32.2,58.23,6.91,149.82,Mango
118.3,62.2,46.0,33.66,90.58,6.91,112.98,Banana
42.1,80.2,78.8,29.13,29.74,6.84,86.67,Chickpea
66.3,59.9,50.6,28.59,79.88,6.38,201.77,Jute
48.0,76.4,27.5,26.64,73.81,6.0,71.69,Blackgram
105.0,33.9,42.1,16.46,56.64,6.92,194.14,Coffee
104.4,29.0,43.6,18.35,55.6,5.68,189.39,Coffee
28.6,64.8,20.1,25.33,80.17,6.04,49.95,Mungbean
31.7,43.1,23.3,30.29,80.07,6.94,37.76,Mungbean
74.6,46.1,39.2,22.14,93.73,6.47,253.1,Rice
27.3,44.8,41.6,35.94,52.3,5.71,128.99,Mango
121.0,49.7,23.3,31.36,51.78,6.16,68.64,Cotton
34.7,34.5,27.3,24.37,74.96,6.84,120.5,Mango
24.5,63.3,28.0,27.84,48.81,3.89,66.88,Mothbeans
23.0,63.0,28.6,31.0,43.03,3.82,52.82,Mothbeans
128.3,68.1,59.6,31.18,94.35,6.04,127.17,Banana
25.1,58.2,17.9,19.3,63.25,5.98,144.37,Pigeonpeas
8.4,17.0,53.2,23.97,83.23,6.97,67.6,Pomegranate
25.3,53.3,21.1,30.63,83.54,6.22,38.08,Mungbean
28.0,69.7,18.7,21.12,38.86,6.89,53.62,Lentil
34.8,54.0,19.9,30.45,83.0,7.03,32.39,Mungbean
114.1,15.3,40.5,19.97,64.14,5.56,163.19,Coffee
19.6,9.8,39.4,18.33,84.87,5.63,41.51,Pomegranate
127.1,31.9,23.0,25.92,73.41,5.82,244.87,Sugarcane
7.5,16.8,54.8,19.64,92.05,5.79,36.59,Pomegranate
32.2,56.6,22.3,34.49,86.56,6.38,43.0,Mungbean
24.5,71.3,16.7,31.04,55.05,7.34,147.28,Pigeonpeas
22.0,64.6,20.4,19.27,56.54,7.92,52.85,Lentil
86.5,44.7,31.2,30.19,86.12,6.66,175.88,Sugarcane
29.2,41.3,78.6,26.8,63.82,6.03,84.01,Groundnut
84.0,54.9,51.4,26.36,86.49,5.9,222.42,Jute
32.9,17.6,34.0,25.85,85.82,6.47,138.19,Coconut
25.8,145.3,206.6,14.95,83.75,6.58,84.32,Grapes
65.4,53.3,52.6,30.02,78.97,5.96,205.17,Jute
116.9,27.2,39.7,26.57,66.43,5.93,170.54,Coffee
39.4,79.2,85.1,25.8,40.11,7.29,77.7,Chickpea
62.9,36.8,36.0,23.81,60.1,6.71,78.75,Maize
99.5,52.9,54.0,27.13,87.25,6.58,240.57,Rice
34.1,6.4,27.7,33.14,89.28,5.76,184.26,Coconut
23.1,75.9,21.0,24.98,37.3,6.36,155.38,Pigeonpeas
127.2,52.5,54.4,34.82,74.11,5.59,133.14,Banana
77.1,46.1,45.1,22.73,91.99,6.73,192.66,Rice
90.0,27.9,35.7,24.62,87.59,6.09,153.94,Sugarcane
61.1,54.3,37.7,23.69,76.01,6.07,205.4,Rice
11.0,60.9,17.7,19.72,31.02,7.59,34.86,Lentil
21.8,52.9,24.5,26.01,46.71,4.04,41.56,Mothbeans
26.2,42.9,17.0,29.94,94.94,7.09,40.22,Mungbean
26.0,10.9,28.4,31.95,76.86,6.05,188.2,Coconut
22.1,123.0,204.8,9.36,87.71,5.73,107.43,Apple
109.6,68.3,65.4,33.17,82.2,6.57,116.98,Banana
18.9,107.2,200.8,24.01,87.14,6.26,65.11,Grapes
17.8,7.0,45.5,32.93,80.15,6.33,36.01,Pomegranate
18.8,72.6,15.9,24.35,46.27,6.42,175.41,Pigeonpeas
82.0,28.7,44.0,26.07,88.46,5.69,225.82,Sugarcane
23.8,23.5,26.0,26.0,91.18,6.22,221.1,Coconut
32.4,8.6,42.8,29.2,77.74,6.54,178.01,Coconut
26.2,49.9,24.7,32.12,92.25,6.08,35.39,Mungbean
17.0,43.5,26.1,31.57,54.07,4.38,44.67,Mothbeans
56.5,78.7,50.4,25.54,80.53,6.76,159.02,Papaya
123.1,16.1,44.9,21.74,66.87,6.6,164.62,Coffee
34.8,59.9,27.7,28.66,51.05,6.51,137.12,Pigeonpeas
21.4,11.3,11.2,10.69,88.38,7.91,106.84,Orange
69.1,63.1,58.2,26.51,86.97,6.48,126.81,Papaya
34.4,75.5,71.6,25.78,34.94,7.89,86.39,Chickpea
109.4,59.2,25.6,15.0,71.13,6.3,76.93,Wheat
34.8,77.9,18.1,32.65,63.88,7.66,61.44,Blackgram
21.8,19.5,16.9,17.21,94.54,7.0,117.42,Orange
36.7,79.7,29.1,31.87,65.12,6.3,56.82,Blackgram
18.5,43.1,83.7,29.34,74.86,7.08,54.05,Groundnut
124.7,41.9,23.7,27.47,57.11,6.15,62.58,Cotton
49.6,64.0,90.8,26.62,36.83,6.1,60.86,Chickpea
111.9,20.9,34.4,22.97,65.98,6.25,136.84,Coffee
104.1,40.9,30.2,25.8,51.87,7.08,58.41,Cotton
148.1,43.5,33.8,23.84,52.8,6.91,60.34,Cotton
19.7,103.9,209.0,16.72,84.43,5.87,67.06,Grapes
25.7,10.9,6.5,28.35,93.19,6.54,98.23,Orange
22.8,59.5,21.7,18.39,43.73,6.11,177.31,Pigeonpeas
32.1,15.9,25.1,33.83,75.95,6.18,181.84,Coconut
20.1,20.5,54.7,28.35,52.21,5.56,70.37,Mango
77.9,52.5,38.2,26.79,80.01,6.01,205.06,Jute
9.7,15.6,53.1,28.56,94.16,6.53,67.62,Pomegranate
86.8,40.0,50.0,26.09,77.17,5.88,233.94,Jute
101.6,74.2,54.3,31.85,73.28,6.5,138.24,Banana
16.6,13.9,40.5,32.53,93.07,6.84,48.94,Pomegranate
128.7,33.3,44.8,25.5,80.42,6.79,168.79,Sugarcane
84.2,47.5,37.8,26.15,71.93,6.47,171.15,Jute
117.3,22.8,31.5,23.18,56.27,6.91,161.67,Coffee
27.9,69.0,17.0,29.26,30.01,6.5,46.67,Lentil
49.3,63.5,85.4,21.75,41.18,7.37,80.63,Chickpea
87.3,57.7,45.0,26.6,88.39,6.81,170.68,Jute
39.6,70.8,84.4,22.98,28.8,7.09,60.05,Chickpea
17.6,18.6,12.8,20.94,81.49,7.6,110.17,Orange
126.5,76.3,49.0,28.17,83.26,5.71,88.18,Banana
18.1,6.2,19.6,11.51,80.2,6.43,122.74,Orange
119.5,15.8,34.2,25.02,70.63,6.97,157.83,Coffee
67.0,50.2,51.8,35.16,73.5,6.31,176.32,Jute
103.3,24.8,28.1,19.51,65.56,6.44,138.9,Coffee
19.9,58.8,27.6,26.89,45.63,4.02,32.39,Mothbeans
85.1,26.2,25.7,31.06,88.05,6.96,176.53,Sugarcane
37.2,23.1,53.9,32.1,57.39,6.61,130.67,Mango
81.5,54.9,30.5,20.97,73.87,7.25,64.91,Maize
40.6,72.0,15.0,31.44,72.06,7.58,64.22,Blackgram
33.3,61.9,90.8,17.77,41.69,7.61,62.09,Chickpea
119.3,21.9,41.6,26.89,71.64,5.6,132.4,Coffee
92.5,33.9,44.1,23.82,70.3,7.16,248.26,Sugarcane
87.4,56.9,46.1,27.6,87.65,6.15,149.66,Banana
17.3,61.9,29.2,24.37,41.23,6.2,34.97,Lentil
93.7,30.5,43.6,27.96,73.75,5.59,171.57,Coffee
19.8,26.3,36.2,31.19,79.31,5.99,64.16,Mango
26.5,55.5,67.5,30.48,72.21,5.69,79.0,Groundnut
31.6,16.9,40.3,33.02,69.35,6.52,104.87,Mango
22.2,71.6,16.4,20.28,54.92,6.13,57.09,Lentil
95.7,49.7,39.3,16.85,62.86,7.48,96.04,Wheat
13.2,19.8,38.9,29.05,80.25,7.17,63.93,Pomegranate
39.6,38.5,41.1,29.09,77.34,6.4,60.09,Mango
116.4,48.5,48.5,27.09,94.86,7.43,153.24,Sugarcane
22.5,40.0,21.9,30.39,56.94,4.29,51.66,Mothbeans
89.6,45.0,45.1,25.24,81.41,7.34,220.46,Sugarcane
98.4,54.1,51.6,25.66,83.71,6.6,295.86,Rice
20.8,61.4,22.3,24.83,47.45,7.72,33.35,Lentil
25.0,64.5,17.9,29.82,53.99,6.72,37.66,Lentil
91.9,49.7,19.4,12.63,68.54,6.79,102.2,Wheat
30.1,58.2,28.9,29.9,94.88,7.19,56.62,Mungbean
18.9,60.6,18.5,25.45,82.69,7.24,35.93,Mungbean
5.0,7.2,52.7,23.42,81.21,5.97,38.13,Pomegranate
22.4,59.2,24.3,29.99,47.99,7.46,58.36,Lentil
41.6,66.1,21.2,26.44,73.25,6.44,62.0,Blackgram
16.6,19.3,43.0,18.51,87.68,7.34,65.46,Pomegranate
36.7,73.8,84.1,16.11,37.71,7.82,96.86,Chickpea
13.5,11.9,37.3,19.63,90.94,5.87,53.65,Pomegranate
92.9,60.2,55.7,25.47,91.94,5.9,90.58,Banana
91.0,44.1,39.5,34.04,88.33,5.94,196.47,Jute
99.2,43.1,49.1,30.78,90.74,6.75,176.33,Jute
13.7,78.4,26.4,20.56,45.05,6.64,45.91,Lentil
18.2,43.3,25.3,33.72,75.03,6.18,97.72,Mango
30.5,78.6,20.6,25.56,71.21,6.16,70.75,Blackgram
23.6,146.7,213.2,14.2,83.13,6.42,104.5,Apple
125.5,50.2,53.4,30.28,93.01,6.55,111.23,Banana
12.7,73.1,24.6,21.74,44.08,7.81,33.85,Lentil
25.7,29.0,37.3,33.65,59.51,6.26,76.16,Mango
27.6,57.1,61.4,32.56,71.87,7.28,55.55,Groundnut
21.2,48.9,60.7,25.02,61.57,7.41,91.71,Groundnut
36.5,60.7,74.9,28.1,38.08,7.24,95.02,Chickpea
44.5,65.4,15.0,31.21,60.34,6.74,74.8,Blackgram
46.2,77.8,25.4,29.41,63.92,6.36,77.38,Blackgram
135.6,42.8,33.4,33.66,57.99,7.4,68.62,Cotton
44.9,76.3,19.0,26.83,68.09,6.92,64.85,Blackgram
100.0,30.6,28.6,24.74,67.46,5.66,171.09,Coffee
37.7,60.1,16.2,26.93,70.3,7.65,75.58,Blackgram
59.3,67.4,61.6,32.41,87.11,6.53,157.11,Papaya
66.9,69.5,61.9,30.55,84.84,6.48,130.7,Papaya
89.9,38.8,44.2,28.31,72.19,5.58,229.42,Jute
96.6,46.1,35.3,24.75,60.53,5.79,75.65,Maize
19.7,29.3,51.9,25.44,78.09,5.86,61.71,Mango
30.4,62.3,70.5,24.18,44.33,6.83,77.56,Chickpea
94.4,47.6,43.4,25.94,72.41,6.21,211.47,Jute
33.4,14.4,36.4,31.84,87.76,5.93,150.12,Coconut
34.3,62.7,26.7,25.82,76.84,7.64,62.29,Blackgram
91.8,60.8,53.0,21.68,79.99,5.65,273.61,Rice
9.1,11.1,35.4,25.46,81.95,6.03,53.96,Pomegranate
25.0,16.5,7.3,12.15,84.06,7.99,97.87,Orange
106.4,69.0,35.4,21.62,53.46,6.38,94.88,Wheat
18.4,74.8,23.7,29.22,31.03,7.81,41.55,Lentil
24.3,49.7,24.8,27.47,54.96,4.21,50.5,Mothbeans
71.5,51.6,53.5,29.04,93.92,6.96,181.27,Jute
64.8,51.1,50.2,21.48,79.33,6.23,266.95,Rice
22.5,114.8,186.1,13.72,70.76,6.89,83.92,Grapes
24.5,60.9,34.8,28.9,36.51,6.08,160.57,Pigeonpeas
106.5,26.3,28.6,22.67,76.38,5.8,156.37,Coffee
42.0,68.2,25.8,32.87,68.61,7.21,59.97,Blackgram
38.4,24.2,32.2,33.71,69.83,7.38,147.94,Mango
91.6,56.6,72.3,28.39,85.05,6.76,125.99,Banana
84.6,36.3,25.5,33.51,79.24,6.39,176.33,Sugarcane
89.5,40.3,38.8,25.23,87.34,6.19,162.89,Sugarcane
50.4,70.4,53.1,25.58,92.78,6.24,125.79,Papaya
18.9,44.1,63.3,31.31,59.29,6.02,74.21,Groundnut
22.9,12.4,11.5,27.03,89.7,7.92,98.78,Orange
138.6,57.7,25.0,26.48,45.61,6.21,70.8,Cotton
27.5,15.3,30.2,28.5,77.96,5.28,211.57,Coconut
25.7,82.5,29.9,23.07,49.47,6.52,129.59,Pigeonpeas
85.1,43.7,48.9,23.8,75.12,6.87,77.85,Maize
9.5,19.6,52.5,31.74,93.51,6.51,46.84,Pomegranate
100.1,60.6,27.3,22.92,51.84,6.12,92.58,Wheat
30.3,53.2,16.0,27.68,82.32,6.1,50.9,Mungbean
25.8,122.0,207.9,20.1,84.64,6.33,138.3,Apple
33.5,55.1,24.9,28.59,51.73,3.68,49.59,Mothbeans
47.1,77.5,48.5,36.6,91.34,6.63,123.86,Papaya
58.0,63.7,46.5,30.77,87.67,6.36,139.55,Papaya
21.6,9.2,14.3,33.13,92.85,7.99,122.24,Orange
86.1,74.2,54.9,30.84,79.75,6.62,96.52,Banana
29.2,83.5,16.7,28.85,57.98,5.53,173.46,Pigeonpeas
46.8,77.7,83.5,20.97,39.35,6.4,54.53,Chickpea
43.9,77.1,25.0,33.68,73.89,6.78,73.19,Blackgram
16.5,58.4,68.2,25.78,73.44,7.24,68.78,Groundnut
23.6,118.5,215.6,35.98,86.34,6.91,86.6,Grapes
92.9,42.4,33.7,21.31,78.44,6.95,66.77,Maize
23.0,52.8,82.8,25.52,62.62,6.18,50.99,Groundnut
75.2,35.9,52.0,21.45,79.24,6.7,220.84,Rice
106.7,43.5,47.2,30.73,82.68,7.19,234.06,Sugarcane
25.5,12.1,9.2,10.96,82.34,6.94,115.61,Orange
24.6,63.2,16.0,26.51,62.23,4.37,62.6,Mothbeans
23.0,37.7,72.0,27.44,72.58,7.22,87.36,Groundnut
68.2,78.1,50.0,34.14,81.02,7.31,178.09,Papaya
53.3,65.8,50.3,36.24,94.9,7.1,126.99,Papaya
23.6,22.8,47.6,29.43,57.38,7.47,90.75,Mango
85.6,35.8,40.5,21.79,89.73,6.52,287.06,Rice
81.5,63.0,42.4,19.65,70.39,6.67,74.55,Maize
67.5,44.1,49.3,25.54,75.76,6.72,222.03,Jute
22.9,43.7,61.6,31.97,60.81,7.39,82.23,Groundnut
46.6,59.7,79.6,22.76,21.31,6.89,84.7,Chickpea
15.8,57.9,24.4,25.53,83.12,6.62,55.68,Mungbean
26.7,64.7,24.2,30.57,44.81,3.84,45.63,Mothbeans
24.1,47.3,27.9,26.23,62.9,3.96,42.46,Mothbeans
18.9,19.4,39.8,29.89,71.57,6.08,160.01,Coconut
34.1,62.7,25.8,29.18,91.56,6.95,51.34,Mungbean
92.6,38.2,44.7,26.27,69.7,5.99,156.6,Coffee
125.0,69.2,16.1,27.68,65.97,6.68,88.45,Cotton
21.0,147.3,200.8,29.92,83.18,6.17,83.08,Grapes
24.1,47.6,18.4,27.01,92.96,7.26,58.91,Mungbean
48.8,61.1,49.9,34.98,85.43,6.68,164.89,Papaya
59.6,69.0,84.4,15.8,36.66,6.99,71.81,Chickpea
122.2,26.0,28.9,23.96,65.75,5.7,191.89,Coffee
16.6,77.9,29.3,18.22,56.05,5.68,155.29,Pigeonpeas
51.4,57.2,75.1,18.1,37.41,6.03,96.1,Chickpea
19.5,19.1,39.0,35.5,91.28,5.76,43.33,Pomegranate
24.8,125.9,203.4,27.98,85.8,5.69,90.12,Grapes
17.8,18.5,7.1,10.32,87.12,6.67,97.1,Orange
91.8,53.2,42.5,36.34,83.84,6.33,162.32,Jute
15.6,78.3,26.8,25.8,40.7,6.92,57.38,Lentil
17.0,52.6,18.4,30.76,80.0,7.04,58.04,Mungbean
23.7,21.9,44.5,32.85,83.5,5.01,244.04,Coconut
22.6,19.1,36.9,26.45,91.76,5.02,240.54,Coconut
72.3,43.6,49.1,33.57,91.37,6.49,224.78,Jute
26.4,62.7,72.0,27.49,64.06,7.13,94.49,Groundnut
94.7,49.7,52.5,24.59,84.39,6.16,202.12,Rice
24.4,129.4,209.3,21.24,82.47,6.71,138.8,Apple
22.5,8.7,16.1,34.33,85.39,7.49,97.75,Orange
45.8,64.1,15.0,30.41,57.11,7.68,59.51,Blackgram
29.9,77.6,26.5,23.17,38.31,6.9,56.42,Lentil
67.7,63.0,59.0,29.91,94.83,6.86,131.98,Papaya
24.0,24.0,30.4,28.02,72.81,6.57,221.11,Coconut
22.9,57.7,19.9,25.06,48.17,5.43,46.89,Mothbeans
105.3,39.0,37.2,23.13,61.82,5.86,132.22,Coffee
120.3,29.2,49.0,30.36,80.6,6.25,184.87,Sugarcane
29.3,77.3,20.7,19.59,42.86,7.14,152.68,Pigeonpeas
87.9,52.7,38.2,36.54,70.13,5.64,164.53,Jute
129.5,67.0,71.8,31.28,83.33,6.39,104.52,Banana
41.9,56.0,23.9,32.73,61.71,6.86,70.22,Blackgram
21.4,132.7,210.8,14.62,91.9,6.0,148.13,Apple
40.2,63.2,94.7,20.72,46.19,6.23,73.33,Chickpea
31.1,41.0,46.2,30.86,73.88,6.91,110.49,Mango
32.0,63.9,18.9,28.47,62.23,5.13,43.22,Mothbeans
27.8,68.6,31.7,34.11,36.59,5.5,167.62,Pigeonpeas
31.3,118.4,204.7,26.45,79.5,6.12,67.52,Grapes
25.3,55.6,25.6,20.5,51.5,6.59,41.2,Lentil
19.3,67.3,15.2,20.31,60.2,7.06,176.13,Pigeonpeas
88.6,47.4,25.9,17.27,63.07,6.24,76.1,Wheat
68.5,43.3,42.2,26.84,88.82,6.3,249.66,Jute
14.5,67.8,18.9,20.67,50.24,6.65,43.73,Lentil
26.1,5.8,8.1,13.6,91.11,6.99,98.94,Orange
46.1,65.1,24.0,30.73,78.56,6.84,70.61,Blackgram
89.8,44.9,49.1,22.17,80.03,5.68,203.11,Rice
73.2,38.2,48.1,25.3,85.49,6.85,181.78,Jute
104.7,42.4,16.0,17.18,58.06,6.38,56.39,Wheat
90.5,51.4,45.5,33.81,78.93,5.74,137.96,Banana
22.2,60.0,15.8,30.78,46.93,4.6,40.74,Mothbeans
31.1,139.6,213.1,10.58,94.46,6.27,143.72,Apple
121.7,63.5,26.3,33.15,47.38,7.06,52.13,Cotton
50.8,65.2,55.9,25.94,82.78,7.09,174.66,Papaya
15.1,130.1,219.5,29.32,88.64,6.21,73.48,Grapes
47.8,63.4,60.3,26.81,88.21,7.1,175.45,Papaya
19.8,5.5,14.0,19.51,94.05,6.72,107.2,Orange
76.2,49.8,53.1,31.17,83.59,7.0,197.21,Jute
13.4,83.1,29.5,26.9,54.31,6.36,56.37,Lentil
20.1,45.7,20.5,31.98,51.96,3.84,64.15,Mothbeans
116.6,58.6,31.1,26.28,53.37,7.63,92.98,Cotton
65.7,67.6,52.0,34.18,85.86,6.09,159.36,Papaya
48.0,68.0,24.9,30.61,55.44,7.64,62.12,Blackgram
28.2,11.4,16.2,30.4,89.34,7.21,107.17,Orange
49.2,56.4,24.3,25.23,68.95,6.31,71.01,Blackgram
14.1,17.7,36.9,21.93,94.88,6.64,37.14,Pomegranate
33.6,146.5,219.5,32.0,88.1,6.6,71.75,Grapes
25.4,65.9,25.7,24.14,49.49,6.86,33.72,Lentil
136.1,46.9,25.2,22.57,66.57,6.49,73.59,Cotton
136.5,43.1,21.3,33.45,48.43,7.55,87.66,Cotton
51.4,69.7,87.6,29.14,49.52,6.43,72.61,Chickpea
122.4,72.1,62.9,30.54,77.27,6.23,114.03,Banana
19.0,73.2,21.7,23.89,39.11,5.74,137.12,Pigeonpeas
101.1,59.5,46.9,33.93,80.43,6.21,114.64,Banana
15.5,47.6,82.8,27.85,62.25,6.56,96.82,Groundnut
84.3,58.7,39.5,24.18,84.01,6.16,283.22,Rice
29.0,40.5,22.9,29.55,55.87,3.71,48.95,Mothbeans
29.9,126.4,204.2,22.54,81.51,5.78,156.9,Apple
24.9,84.9,21.1,25.42,35.11,6.69,34.68,Lentil
80.5,64.1,37.5,20.13,53.95,6.66,74.19,Wheat
61.4,61.5,50.1,33.82,92.86,6.53,163.1,Papaya
20.9,126.7,195.6,10.17,85.27,6.52,66.14,Grapes
85.2,41.9,53.1,26.88,76.42,5.86,260.28,Rice
30.8,51.9,28.2,34.29,93.71,6.91,36.93,Mungbean
15.3,7.2,29.4,30.92,73.78,5.89,225.02,Coconut
29.1,35.5,42.0,24.78,53.85,5.63,83.37,Mango
18.1,73.8,32.4,26.29,60.57,7.07,126.35,Pigeonpeas
22.7,137.4,202.7,17.25,90.4,6.62,142.19,Apple
25.5,79.6,19.4,24.32,44.28,7.0,126.39,Pigeonpeas
29.7,133.0,198.7,15.77,91.41,5.87,109.15,Apple
30.4,20.7,41.1,33.48,59.83,5.61,131.61,Mango
33.6,18.7,39.9,25.87,81.67,5.09,187.68,Coconut
19.1,59.7,27.5,25.46,56.19,4.49,39.83,Mothbeans
30.0,141.8,219.2,19.24,81.46,6.11,144.49,Apple
135.8,63.7,16.5,34.88,56.98,6.8,75.33,Cotton
25.9,70.6,26.5,22.58,49.27,7.38,164.38,Pigeonpeas
48.0,77.8,74.5,17.72,37.73,6.99,55.98,Chickpea
108.8,15.2,43.4,27.31,69.31,5.51,154.43,Coffee
81.6,42.1,53.2,34.69,79.37,6.7,194.56,Jute
25.4,36.0,73.3,28.83,74.95,7.14,72.62,Groundnut
33.9,137.0,193.1,15.79,82.87,6.64,80.83,Grapes
43.5,74.0,27.8,25.9,68.06,6.29,74.59,Blackgram
43.2,78.4,54.5,34.88,94.72,7.21,163.96,Papaya
32.3,31.0,32.6,30.72,63.62,7.38,117.69,Mango
18.3,44.3,18.3,24.86,45.97,4.12,53.19,Mothbeans
32.2,148.4,202.2,13.0,81.35,5.62,143.8,Apple
57.0,71.3,86.0,26.09,33.7,6.09,65.15,Chickpea
21.5,122.5,190.1,22.17,79.24,5.61,87.78,Grapes
14.8,12.8,42.2,21.57,82.35,6.57,64.39,Pomegranate
106.1,74.9,73.5,34.32,76.3,6.83,96.67,Banana
11.0,8.5,42.4,28.14,89.64,6.16,62.39,Pomegranate
88.8,53.2,46.1,24.76,75.63,5.56,62.73,Maize
127.1,59.3,16.2,22.44,66.17,7.89,83.41,Cotton
40.6,64.6,17.2,31.24,77.88,7.01,72.96,Blackgram
31.4,124.5,201.2,27.61,87.31,6.33,84.3,Grapes
23.8,39.4,49.8,28.3,55.32,7.04,122.73,Mango
23.4,136.5,214.0,19.43,84.87,6.65,152.91,Apple
17.4,37.6,32.0,31.19,69.79,5.52,94.55,Mango
32.0,149.6,201.9,17.45,83.56,6.99,90.31,Grapes
22.1,8.7,40.1,30.78,91.17,5.47,185.22,Coconut
92.8,36.0,21.5,34.93,86.55,6.81,151.97,Sugarcane
121.6,67.6,17.2,22.13,56.08,6.88,86.68,Wheat
27.3,144.8,192.4,28.66,85.14,6.43,62.4,Grapes
123.7,56.6,17.6,22.15,71.28,6.43,103.42,Wheat
9.9,12.5,37.3,28.08,85.66,6.27,48.98,Pomegranate
72.0,51.4,35.0,22.3,83.6,6.37,258.56,Rice
17.5,52.7,27.9,24.54,52.83,5.47,52.65,Mothbeans
93.7,65.0,39.5,14.92,63.78,6.58,114.53,Wheat
23.5,124.7,219.2,16.34,94.67,5.69,112.71,Apple
35.7,68.5,18.4,28.97,66.93,7.68,69.66,Blackgram
24.0,43.0,26.5,32.8,86.98,6.18,50.04,Mungbean
105.1,64.9,30.0,25.87,69.98,6.9,67.43,Cotton
15.1,138.6,210.7,34.01,77.49,5.86,63.66,Grapes
123.3,53.7,47.8,33.68,74.52,5.75,115.61,Banana
32.6,131.5,216.5,21.16,81.69,5.75,106.61,Apple
16.7,44.8,29.3,25.98,91.75,6.81,41.15,Mungbean
101.9,77.2,59.3,26.49,73.19,6.85,138.91,Banana
18.8,63.8,26.2,26.34,34.4,6.58,41.53,Lentil
88.8,57.3,48.4,22.91,76.4,6.5,219.62,Rice
29.5,62.8,24.3,34.69,91.5,7.49,34.87,Mungbean
19.9,53.9,63.4,25.8,56.32,5.64,83.91,Groundnut
25.8,49.1,26.1,27.35,48.28,3.66,36.5,Mothbeans
90.6,45.9,42.9,32.59,81.85,6.3,163.64,Jute
113.6,60.2,29.6,21.87,73.51,6.16,66.37,Wheat
70.6,58.5,44.1,23.38,94.15,6.99,246.69,Rice
104.5,61.2,73.5,28.16,80.59,6.52,147.43,Banana
22.1,5.8,18.0,33.82,90.26,6.54,115.43,Orange
55.3,74.5,55.2,32.56,85.16,6.32,169.84,Papaya
21.5,57.2,23.3,30.68,80.02,6.29,33.25,Mungbean
28.3,51.2,29.9,26.99,46.58,3.63,61.6,Mothbeans
62.7,50.8,54.9,32.8,75.75,5.97,245.54,Jute
29.9,147.0,194.8,11.18,87.19,6.5,115.95,Apple
