temperature,humidity,moisture,soil_type,crop_type,nitrogen,phosphorous,potassium,fertilizer
16.4,86.8,41.7,Loamy,Wheat,143.3,52.6,110.9,No Fertilizer Needed
13.9,57.7,78.8,Sandy,Apple,123.3,11.3,159.4,SSP (Single Super Phosphate)
26.6,75.5,81.6,Loamy,Grapes,91.2,0.2,80.0,SSP (Single Super Phosphate)
21.0,69.9,73.7,Loamy,Mungbean,35.7,119.6,73.7,Urea
27.9,57.7,10.6,Black,Papaya,54.8,83.1,116.0,No Fertilizer Needed
28.5,26.5,18.8,Clayey,Maize,48.1,27.0,100.9,SSP (Single Super Phosphate)
35.1,76.1,65.3,Sandy,Jute,2.5,96.3,14.9,MOP (Muriate of Potash)
36.7,61.0,32.5,Sandy,Mango,101.3,50.8,181.4,No Fertilizer Needed
38.1,65.3,22.0,Black,Jute,75.3,98.0,211.2,No Fertilizer Needed
12.7,78.2,43.8,Sandy,Blackgram,64.8,48.9,143.6,Balanced NPK 10-10-10
41.9,23.0,20.4,Clayey,Blackgram,18.6,54.2,45.5,Urea
36.3,54.4,85.7,Red,Papaya,46.1,141.1,125.7,No Fertilizer Needed
13.3,37.8,63.1,Sandy,Banana,12.4,47.8,97.7,Urea
44.8,80.3,75.6,Sandy,Apple,91.8,107.4,7.3,MOP (Muriate of Potash)
22.5,90.0,50.6,Red,Pigeonpeas,138.9,29.4,40.1,SSP (Single Super Phosphate)
16.0,48.2,82.8,Sandy,Lentil,14.8,119.3,159.6,Urea
36.9,90.8,86.1,Black,Lentil,106.8,109.1,91.1,No Fertilizer Needed
16.5,39.1,75.6,Sandy,Cotton,133.9,64.1,91.5,No Fertilizer Needed
28.6,75.3,66.7,Sandy,Chickpea,58.7,71.3,173.2,Balanced NPK 10-10-10
16.1,93.8,25.6,Black,Groundnut,18.0,8.5,166.6,DAP (Diammonium Phosphate)
21.5,25.4,12.8,Clayey,Rice,136.8,61.8,147.3,No Fertilizer Needed
13.2,95.7,73.4,Loamy,Groundnut,114.1,132.1,142.1,No Fertilizer Needed
27.1,63.0,46.6,Black,Maize,94.3,138.6,154.0,No Fertilizer Needed
31.6,65.0,37.2,Black,Rice,11.2,130.1,23.0,MOP (Muriate of Potash)
20.4,31.5,77.8,Loamy,Coffee,115.5,88.3,103.9,No Fertilizer Needed
30.0,23.7,77.9,Loamy,Chickpea,19.8,92.6,77.1,Urea
15.8,63.1,37.8,Black,Grapes,13.5,104.3,211.4,Urea
20.7,86.3,35.0,Loamy,Papaya,14.1,71.5,198.4,Urea
24.6,60.3,20.1,Sandy,Mungbean,120.0,18.5,117.8,SSP (Single Super Phosphate)
43.0,95.6,54.4,Black,Rice,42.6,109.1,38.9,Balanced NPK 10-10-10
17.5,89.8,15.8,Red,Pomegranate,6.2,7.8,218.2,DAP (Diammonium Phosphate)
40.2,65.6,20.2,Red,Papaya,35.9,107.8,202.9,Urea
34.5,52.5,81.7,Red,Apple,48.8,140.7,162.0,No Fertilizer Needed
36.2,41.1,24.2,Clayey,Orange,51.5,6.8,181.5,SSP (Single Super Phosphate)
44.5,46.0,65.9,Loamy,Mothbeans,132.1,92.4,134.8,No Fertilizer Needed
42.7,94.2,28.8,Red,Sugarcane,62.1,82.3,183.9,No Fertilizer Needed
33.6,69.6,80.9,Black,Mothbeans,92.7,4.9,2.6,SSP (Single Super Phosphate)
10.8,84.5,47.9,Red,Wheat,29.5,69.3,6.4,MOP (Muriate of Potash)
44.8,33.9,37.2,Loamy,Mothbeans,143.2,127.6,67.3,No Fertilizer Needed
30.5,49.6,87.7,Black,Coffee,143.9,114.4,189.8,No Fertilizer Needed
26.7,86.6,18.4,Sandy,Pomegranate,122.6,107.7,65.8,No Fertilizer Needed
30.1,35.2,63.3,Sandy,Mango,115.5,0.1,193.0,SSP (Single Super Phosphate)
42.2,73.6,87.9,Red,Orange,29.4,92.1,200.7,Urea
28.4,63.7,48.6,Black,Blackgram,21.2,144.8,45.1,Urea
24.1,99.8,29.9,Sandy,Lentil,52.7,91.1,80.4,No Fertilizer Needed
16.7,28.7,21.1,Clayey,Pigeonpeas,51.7,60.8,201.8,Balanced NPK 10-10-10
42.3,20.6,84.4,Black,Cotton,24.7,96.5,130.3,Urea
43.4,30.3,74.3,Red,Pomegranate,36.4,133.6,38.2,Urea
10.9,69.8,36.6,Sandy,Grapes,127.8,45.0,181.5,No Fertilizer Needed
31.2,25.1,67.5,Black,Pigeonpeas,115.1,66.2,102.6,No Fertilizer Needed
37.7,57.6,46.0,Red,Papaya,45.1,86.3,214.9,No Fertilizer Needed
15.6,50.2,83.9,Clayey,Pomegranate,39.6,98.7,70.9,Urea
13.3,37.7,62.3,Clayey,Mothbeans,10.8,45.0,135.0,Urea
35.6,79.4,39.3,Loamy,Wheat,141.3,0.9,106.5,SSP (Single Super Phosphate)
12.3,28.1,46.9,Sandy,Lentil,116.0,70.3,8.1,MOP (Muriate of Potash)
26.6,24.2,81.7,Sandy,Groundnut,134.0,64.7,110.9,No Fertilizer Needed
15.7,32.7,42.0,Loamy,Cotton,86.8,89.0,167.4,No Fertilizer Needed
41.4,98.3,18.7,Clayey,Pigeonpeas,64.2,1.6,165.3,SSP (Single Super Phosphate)
36.7,94.7,71.5,Loamy,Apple,6.5,60.5,162.1,Urea
44.0,66.5,69.3,Sandy,Maize,19.1,44.4,15.0,MOP (Muriate of Potash)
44.3,80.1,48.1,Black,Orange,86.4,44.1,183.8,Balanced NPK 10-10-10
11.6,31.9,84.2,Red,Lentil,114.3,22.7,192.3,SSP (Single Super Phosphate)
39.3,50.4,12.0,Loamy,Chickpea,69.7,65.1,214.4,Balanced NPK 10-10-10
34.6,54.9,18.5,Clayey,Apple,104.1,96.9,44.9,No Fertilizer Needed
38.0,91.7,62.5,Red,Coconut,14.7,89.1,8.4,MOP (Muriate of Potash)
12.9,60.2,68.3,Clayey,Mango,6.2,86.9,56.6,Urea
20.6,93.5,27.0,Clayey,Chickpea,54.5,45.5,160.9,Balanced NPK 10-10-10
40.7,56.0,45.7,Sandy,Sugarcane,11.2,5.6,140.6,DAP (Diammonium Phosphate)
41.3,20.2,60.6,Black,Pomegranate,26.3,98.4,162.7,Urea
14.4,45.1,31.8,Loamy,Banana,84.8,149.0,214.2,No Fertilizer Needed
40.2,74.3,64.3,Loamy,Mungbean,72.0,104.7,173.8,No Fertilizer Needed
17.3,68.9,36.4,Clayey,Wheat,37.4,87.0,202.3,Urea
34.4,24.1,82.7,Clayey,Rice,116.4,145.4,102.8,No Fertilizer Needed
33.1,86.8,22.3,Red,Blackgram,126.9,56.4,72.5,No Fertilizer Needed
14.0,34.1,64.3,Black,Pigeonpeas,3.2,128.6,32.9,Urea
22.2,81.9,12.2,Red,Coconut,4.9,143.4,23.6,MOP (Muriate of Potash)
34.3,97.9,20.0,Black,Mango,88.5,108.1,177.5,No Fertilizer Needed
40.9,76.6,50.2,Loamy,Wheat,22.6,116.0,136.2,Urea
29.7,54.1,62.5,Clayey,Apple,76.0,132.1,22.1,MOP (Muriate of Potash)
40.4,35.5,71.4,Loamy,Apple,4.7,25.5,56.5,DAP (Diammonium Phosphate)
18.9,54.8,25.4,Black,Groundnut,24.8,5.5,90.4,DAP (Diammonium Phosphate)
21.6,36.5,84.0,Black,Mothbeans,105.1,74.4,10.6,MOP (Muriate of Potash)
13.9,68.0,81.5,Sandy,Jute,81.0,63.4,130.3,Balanced NPK 10-10-10
12.4,46.4,38.1,Clayey,Sugarcane,52.5,75.4,153.0,Balanced NPK 10-10-10
21.2,91.8,48.5,Black,Mango,66.0,65.2,83.4,Balanced NPK 10-10-10
35.0,72.9,10.1,Loamy,Lentil,32.5,19.7,119.6,DAP (Diammonium Phosphate)
15.4,40.3,38.4,Loamy,Maize,36.3,80.3,38.4,Urea
38.6,86.4,33.5,Loamy,Coffee,56.8,145.2,189.6,No Fertilizer Needed
33.0,95.7,84.4,Sandy,Pomegranate,8.5,111.2,86.8,Urea
43.4,62.7,49.4,Clayey,Blackgram,101.9,127.5,140.0,No Fertilizer Needed
31.3,80.1,35.2,Sandy,Jute,128.4,21.3,105.2,SSP (Single Super Phosphate)
20.8,34.7,54.9,Red,Coconut,104.4,16.6,174.2,SSP (Single Super Phosphate)
15.9,46.5,45.7,Black,Wheat,10.8,124.7,118.2,Urea
43.0,29.1,46.8,Loamy,Apple,101.8,22.2,53.2,SSP (Single Super Phosphate)
15.0,76.5,65.9,Loamy,Blackgram,73.3,32.6,187.1,SSP (Single Super Phosphate)
25.3,43.4,73.0,Red,Chickpea,31.2,64.9,84.0,Urea
35.3,39.2,43.9,Clayey,Cotton,52.2,93.8,118.0,No Fertilizer Needed
37.8,35.7,34.0,Sandy,Maize,131.1,145.6,60.4,No Fertilizer Needed
29.8,58.8,82.9,Loamy,Sugarcane,87.8,19.4,127.9,SSP (Single Super Phosphate)
35.7,94.6,74.4,Loamy,Rice,72.2,136.3,75.2,Balanced NPK 10-10-10
34.2,84.1,61.4,Sandy,Cotton,117.8,2.6,87.9,SSP (Single Super Phosphate)
30.7,38.7,14.6,Black,Grapes,77.6,140.4,218.6,No Fertilizer Needed
43.0,47.5,41.9,Clayey,Chickpea,69.3,43.3,100.8,Balanced NPK 10-10-10
40.9,91.2,45.1,Black,Papaya,71.5,93.7,189.7,No Fertilizer Needed
36.2,80.9,30.6,Sandy,Jute,144.5,107.9,167.7,No Fertilizer Needed
35.1,67.3,65.0,Loamy,Maize,60.8,43.8,6.6,MOP (Muriate of Potash)
19.0,59.3,54.3,Red,Orange,145.6,113.2,117.8,No Fertilizer Needed
15.9,84.6,87.2,Red,Rice,118.9,149.8,24.4,MOP (Muriate of Potash)
38.9,76.0,30.1,Loamy,Banana,23.9,132.8,109.4,Urea
44.6,55.8,54.2,Loamy,Pigeonpeas,140.1,60.9,166.5,No Fertilizer Needed
23.5,86.1,60.6,Loamy,Mango,93.9,102.0,97.2,No Fertilizer Needed
11.0,83.3,76.5,Black,Rice,2.4,57.0,63.4,Urea
36.9,59.1,10.6,Sandy,Blackgram,137.3,66.6,43.0,No Fertilizer Needed
22.3,80.4,52.7,Black,Blackgram,25.3,23.9,40.4,DAP (Diammonium Phosphate)
20.5,23.3,85.4,Sandy,Chickpea,36.6,69.2,101.6,Urea
18.9,46.5,55.2,Clayey,Chickpea,42.5,6.8,78.2,SSP (Single Super Phosphate)
42.6,34.4,35.3,Sandy,Pigeonpeas,70.4,22.3,111.3,SSP (Single Super Phosphate)
39.6,40.9,50.1,Red,Cotton,109.2,127.9,136.5,No Fertilizer Needed
34.5,65.7,48.8,Clayey,Chickpea,15.7,138.8,215.8,Urea
26.6,76.3,38.1,Clayey,Orange,92.7,3.1,186.4,SSP (Single Super Phosphate)
44.6,53.1,86.2,Sandy,Sugarcane,67.9,18.5,164.2,SSP (Single Super Phosphate)
29.6,69.2,52.3,Black,Papaya,25.4,98.2,209.5,Urea
20.5,99.4,15.7,Red,Coconut,111.7,113.3,192.4,No Fertilizer Needed
38.7,70.3,64.0,Clayey,Cotton,145.6,75.3,52.0,No Fertilizer Needed
31.2,63.9,29.8,Sandy,Pomegranate,133.9,88.4,170.4,No Fertilizer Needed
11.2,69.4,86.1,Sandy,Chickpea,13.8,88.8,67.2,Urea
16.8,75.1,36.9,Red,Jute,138.2,31.3,187.7,SSP (Single Super Phosphate)
39.4,21.7,16.4,Loamy,Papaya,48.5,52.6,4.2,MOP (Muriate of Potash)
25.6,33.3,53.8,Loamy,Wheat,48.6,110.3,117.8,No Fertilizer Needed
10.9,32.2,78.5,Loamy,Sugarcane,97.4,98.7,10.0,MOP (Muriate of Potash)
17.8,33.9,39.1,Red,Pigeonpeas,114.3,68.7,95.1,No Fertilizer Needed
31.5,81.7,46.2,Clayey,Orange,136.7,96.4,170.7,No Fertilizer Needed
40.8,84.7,47.9,Black,Cotton,27.0,146.2,180.1,Urea
10.3,38.9,84.5,Black,Papaya,27.6,128.3,27.5,MOP (Muriate of Potash)
18.6,55.7,84.4,Clayey,Maize,65.2,133.5,159.1,No Fertilizer Needed
11.7,37.4,43.8,Clayey,Cotton,51.6,13.4,31.0,SSP (Single Super Phosphate)
38.3,45.7,76.8,Black,Groundnut,51.9,111.3,160.4,No Fertilizer Needed
13.9,63.7,42.7,Black,Orange,139.5,20.2,107.9,SSP (Single Super Phosphate)
13.5,34.8,12.0,Black,Orange,39.8,128.3,177.3,Urea
28.3,82.1,14.9,Clayey,Coffee,17.4,30.8,83.4,DAP (Diammonium Phosphate)
32.0,54.4,87.7,Black,Wheat,88.1,86.3,195.5,No Fertilizer Needed
30.1,59.9,61.1,Loamy,Pigeonpeas,44.9,76.4,216.4,Balanced NPK 10-10-10
39.4,57.9,44.9,Loamy,Apple,16.6,102.8,92.0,Urea
22.3,37.8,71.1,Black,Lentil,126.7,133.7,67.8,No Fertilizer Needed
20.1,58.3,85.8,Loamy,Cotton,38.1,132.9,122.3,Urea
16.6,82.3,62.3,Loamy,Jute,119.8,32.4,101.5,SSP (Single Super Phosphate)
43.1,79.2,66.2,Clayey,Papaya,131.4,106.6,39.5,No Fertilizer Needed
19.6,41.7,22.4,Red,Pomegranate,85.6,133.4,113.3,No Fertilizer Needed
37.7,53.7,35.1,Loamy,Pigeonpeas,87.1,105.5,15.5,MOP (Muriate of Potash)
21.9,59.5,20.3,Loamy,Chickpea,99.2,136.9,58.8,Balanced NPK 10-10-10
19.3,58.6,62.7,Loamy,Grapes,60.7,25.8,162.7,SSP (Single Super Phosphate)
13.8,29.2,60.5,Clayey,Rice,11.9,35.7,87.8,DAP (Diammonium Phosphate)
16.1,71.5,48.6,Sandy,Maize,109.3,27.0,155.4,SSP (Single Super Phosphate)
27.4,35.6,18.0,Clayey,Apple,62.0,58.1,112.6,Balanced NPK 10-10-10
15.3,29.2,32.8,Black,Mothbeans,108.1,20.3,94.4,SSP (Single Super Phosphate)
34.5,47.3,46.1,Red,Coffee,4.6,15.9,217.9,DAP (Diammonium Phosphate)
24.8,40.8,74.4,Red,Grapes,117.8,135.7,143.3,No Fertilizer Needed
22.5,27.0,62.4,Loamy,Papaya,64.9,78.9,146.3,Balanced NPK 10-10-10
23.4,46.4,87.1,Black,Chickpea,11.1,38.0,205.2,DAP (Diammonium Phosphate)
12.5,63.1,19.5,Black,Apple,106.7,105.5,196.2,No Fertilizer Needed
40.3,63.8,48.4,Black,Apple,148.3,142.6,207.4,No Fertilizer Needed
37.3,59.5,12.1,Clayey,Orange,127.0,43.0,134.0,No Fertilizer Needed
13.9,69.2,88.1,Loamy,Sugarcane,15.9,4.1,151.9,DAP (Diammonium Phosphate)
42.7,34.1,42.8,Sandy,Pomegranate,108.4,81.1,190.4,No Fertilizer Needed
11.2,97.2,80.1,Clayey,Wheat,138.9,60.6,119.7,No Fertilizer Needed
17.7,69.5,53.7,Black,Pigeonpeas,39.3,59.8,130.7,Urea
30.7,31.0,35.5,Clayey,Mothbeans,48.3,121.7,215.9,No Fertilizer Needed
15.7,66.0,61.0,Black,Mothbeans,147.8,40.9,176.2,No Fertilizer Needed
14.2,44.1,42.1,Black,Apple,109.2,18.1,217.5,SSP (Single Super Phosphate)
34.7,67.7,64.6,Sandy,Chickpea,19.6,122.2,219.6,Urea
32.3,91.4,36.3,Sandy,Orange,129.9,105.4,101.4,No Fertilizer Needed
27.1,69.4,11.3,Red,Papaya,145.8,83.1,196.0,No Fertilizer Needed
24.2,23.0,65.7,Red,Coconut,122.8,148.7,155.5,No Fertilizer Needed
10.4,21.1,66.2,Red,Apple,13.1,85.5,38.5,Urea
30.2,76.8,66.1,Loamy,Mungbean,9.9,146.1,210.4,Urea
30.2,31.9,74.8,Sandy,Pigeonpeas,104.6,133.8,93.7,No Fertilizer Needed
30.8,29.4,53.5,Sandy,Banana,133.6,76.1,155.5,No Fertilizer Needed
20.7,63.0,39.8,Clayey,Pigeonpeas,100.0,141.8,144.0,No Fertilizer Needed
23.8,43.3,82.6,Sandy,Pigeonpeas,29.3,76.2,193.3,Urea
13.1,40.8,45.6,Clayey,Sugarcane,106.1,1.6,10.8,SSP (Single Super Phosphate)
24.0,50.6,81.8,Loamy,Rice,22.7,128.0,138.5,Urea
29.6,51.7,34.7,Red,Pomegranate,106.6,0.2,92.6,SSP (Single Super Phosphate)
14.4,24.1,13.8,Sandy,Mango,51.9,54.0,102.0,Balanced NPK 10-10-10
44.6,57.4,14.4,Red,Cotton,14.6,121.7,152.8,Urea
43.2,73.6,29.0,Red,Pigeonpeas,77.0,146.1,75.4,Balanced NPK 10-10-10
39.6,32.2,70.7,Black,Rice,27.1,34.5,68.2,DAP (Diammonium Phosphate)
12.9,96.3,83.1,Sandy,Pigeonpeas,27.2,136.7,59.4,Urea
26.9,68.7,45.2,Sandy,Orange,86.5,118.7,196.8,No Fertilizer Needed
38.7,71.8,48.1,Sandy,Orange,4.0,86.3,121.8,Urea
20.1,36.1,55.0,Black,Banana,90.6,92.3,201.7,No Fertilizer Needed
18.0,42.4,11.8,Red,Rice,118.2,32.4,129.7,SSP (Single Super Phosphate)
27.0,99.9,15.8,Black,Coconut,10.8,125.0,67.9,Urea
39.4,71.1,10.3,Black,Papaya,113.4,124.1,42.3,No Fertilizer Needed
15.2,62.9,76.9,Loamy,Maize,24.0,146.6,152.7,Urea
26.3,91.0,11.5,Loamy,Maize,63.3,3.8,15.7,SSP (Single Super Phosphate)
24.2,63.8,87.4,Black,Rice,105.6,95.0,125.6,No Fertilizer Needed
17.4,85.6,37.0,Red,Jute,40.9,91.8,113.4,No Fertilizer Needed
38.5,28.8,40.7,Red,Sugarcane,132.3,21.0,178.0,SSP (Single Super Phosphate)
26.6,33.1,19.2,Loamy,Maize,46.4,5.0,96.0,SSP (Single Super Phosphate)
26.1,49.2,47.7,Clayey,Mothbeans,36.1,4.4,145.9,DAP (Diammonium Phosphate)
44.7,97.9,66.9,Sandy,Pomegranate,132.2,93.9,107.6,No Fertilizer Needed
31.0,44.2,69.2,Sandy,Groundnut,28.0,91.1,54.5,Urea
20.4,26.1,70.4,Loamy,Mungbean,12.1,89.5,77.2,Urea
34.4,27.5,86.7,Loamy,Orange,48.1,144.6,160.0,No Fertilizer Needed
14.0,84.0,69.3,Loamy,Groundnut,135.0,13.0,212.6,SSP (Single Super Phosphate)
14.9,55.1,52.3,Black,Cotton,114.7,95.8,78.5,No Fertilizer Needed
35.4,98.2,20.9,Loamy,Maize,34.0,42.8,171.5,Urea
36.6,77.4,31.5,Sandy,Cotton,61.9,89.9,11.7,MOP (Muriate of Potash)
24.5,90.7,64.9,Sandy,Pomegranate,3.4,24.3,131.6,DAP (Diammonium Phosphate)
17.1,45.4,57.6,Red,Pigeonpeas,45.9,4.2,108.0,SSP (Single Super Phosphate)
40.1,72.0,82.6,Loamy,Mango,2.4,93.0,99.9,Urea
36.3,59.4,53.0,Loamy,Banana,26.4,132.7,143.1,Urea
42.6,88.2,57.0,Sandy,Lentil,28.2,77.3,30.4,Urea
14.8,29.2,68.7,Red,Mango,21.2,110.6,78.3,Urea
39.9,79.1,63.7,Loamy,Grapes,86.2,88.1,61.0,Balanced NPK 10-10-10
21.5,35.1,86.3,Clayey,Mungbean,17.3,13.8,169.4,DAP (Diammonium Phosphate)
19.9,64.6,38.2,Sandy,Groundnut,106.5,4.0,85.0,SSP (Single Super Phosphate)
39.4,61.4,45.3,Clayey,Papaya,87.3,15.8,52.3,SSP (Single Super Phosphate)
30.9,66.8,85.1,Loamy,Coconut,24.3,131.5,47.3,Urea
34.4,28.9,54.0,Sandy,Coconut,103.6,14.5,35.4,SSP (Single Super Phosphate)
23.9,96.0,89.2,Black,Jute,85.5,103.2,98.5,No Fertilizer Needed
38.0,42.5,12.5,Clayey,Pomegranate,118.9,41.6,153.6,No Fertilizer Needed
25.3,26.2,66.4,Sandy,Coconut,75.0,50.9,56.0,Balanced NPK 10-10-10
44.7,37.1,74.2,Sandy,Coconut,30.6,108.9,29.2,MOP (Muriate of Potash)
38.1,40.3,79.6,Black,Orange,58.5,21.4,26.4,SSP (Single Super Phosphate)
44.1,92.3,47.3,Red,Banana,96.9,12.5,132.3,SSP (Single Super Phosphate)
33.2,63.2,47.8,Clayey,Pomegranate,138.4,142.7,170.7,No Fertilizer Needed
41.7,67.7,45.9,Black,Rice,30.0,62.7,18.4,MOP (Muriate of Potash)
20.7,23.1,77.3,Loamy,Wheat,78.9,149.4,48.0,Balanced NPK 10-10-10
44.5,40.7,28.1,Sandy,Apple,125.2,142.8,83.1,No Fertilizer Needed
28.5,83.0,48.3,Loamy,Orange,16.6,126.0,185.1,Urea
15.6,58.3,51.9,Sandy,Pomegranate,149.0,113.8,118.0,No Fertilizer Needed
39.5,90.7,40.1,Sandy,Coffee,40.7,111.3,98.1,No Fertilizer Needed
30.1,80.7,76.6,Sandy,Groundnut,16.6,132.7,97.3,Urea
27.2,52.8,23.5,Black,Cotton,35.2,83.8,92.8,Urea
10.8,79.9,45.1,Clayey,Maize,75.0,40.4,100.4,Balanced NPK 10-10-10
31.1,35.9,89.5,Clayey,Coconut,77.2,21.2,185.5,SSP (Single Super Phosphate)
43.6,85.8,23.2,Loamy,Grapes,93.4,57.2,48.2,Balanced NPK 10-10-10
42.6,71.0,52.5,Red,Banana,85.9,110.3,166.9,No Fertilizer Needed
32.8,45.5,35.0,Red,Wheat,102.3,89.0,148.4,No Fertilizer Needed
41.3,49.4,66.2,Black,Blackgram,124.0,19.7,134.0,SSP (Single Super Phosphate)
37.1,21.0,65.2,Clayey,Cotton,143.6,93.3,213.4,No Fertilizer Needed
40.8,90.7,42.7,Clayey,Papaya,41.4,11.5,203.9,SSP (Single Super Phosphate)
17.3,97.4,80.0,Sandy,Grapes,121.7,4.4,48.7,SSP (Single Super Phosphate)
29.0,25.6,42.9,Black,Rice,61.0,137.8,79.4,Balanced NPK 10-10-10
19.1,49.1,58.4,Loamy,Mothbeans,93.3,119.8,66.9,Balanced NPK 10-10-10
44.0,52.9,22.8,Loamy,Grapes,70.1,118.5,78.9,Balanced NPK 10-10-10
42.2,42.5,82.2,Sandy,Coconut,92.6,34.1,151.1,SSP (Single Super Phosphate)
29.7,50.3,23.0,Loamy,Grapes,139.2,57.6,183.5,No Fertilizer Needed
14.7,52.3,88.2,Clayey,Grapes,106.2,2.4,82.0,SSP (Single Super Phosphate)
44.2,62.0,13.2,Black,Wheat,79.9,12.0,25.1,SSP (Single Super Phosphate)
36.2,26.6,68.1,Loamy,Rice,122.3,55.7,43.1,No Fertilizer Needed
37.3,67.2,21.5,Clayey,Mothbeans,7.1,87.9,48.3,Urea
24.5,33.9,79.6,Black,Banana,60.3,79.3,132.1,Balanced NPK 10-10-10
29.4,53.6,25.0,Sandy,Orange,113.9,148.3,27.1,MOP (Muriate of Potash)
36.8,28.6,55.1,Clayey,Maize,41.1,70.5,86.2,Balanced NPK 10-10-10
18.7,30.6,17.7,Sandy,Pomegranate,48.6,10.9,10.6,SSP (Single Super Phosphate)
17.2,29.2,44.8,Clayey,Sugarcane,41.2,149.4,72.8,Balanced NPK 10-10-10
12.3,86.9,61.8,Sandy,Coconut,144.4,54.2,42.7,No Fertilizer Needed
16.0,82.6,76.9,Clayey,Apple,121.6,53.4,140.4,No Fertilizer Needed
17.8,28.5,34.6,Sandy,Banana,129.9,5.0,16.5,SSP (Single Super Phosphate)
29.6,50.8,83.1,Sandy,Mothbeans,14.2,81.3,200.5,Urea
41.7,84.5,37.5,Sandy,Lentil,22.3,65.1,148.6,Urea
38.2,31.0,32.1,Red,Grapes,145.0,21.7,175.6,SSP (Single Super Phosphate)
24.3,87.6,43.4,Sandy,Mungbean,48.6,111.1,59.6,Balanced NPK 10-10-10
25.5,82.6,19.5,Black,Grapes,43.4,110.1,184.3,No Fertilizer Needed
24.4,53.9,10.7,Sandy,Maize,148.8,127.1,77.9,No Fertilizer Needed
16.8,87.9,34.5,Black,Coconut,18.8,133.5,47.9,Urea
43.3,51.5,88.9,Clayey,Apple,112.4,18.9,100.9,SSP (Single Super Phosphate)
40.0,90.3,30.5,Red,Papaya,81.3,67.7,143.4,Balanced NPK 10-10-10
15.5,49.0,87.6,Black,Jute,13.9,139.9,61.8,Urea
42.5,27.8,42.7,Sandy,Sugarcane,112.0,45.2,107.3,No Fertilizer Needed
27.6,59.3,77.8,Clayey,Lentil,24.2,59.7,101.4,Urea
31.0,26.7,87.0,Loamy,Coffee,2.6,137.8,154.4,Urea
31.7,85.5,60.6,Red,Maize,77.7,98.4,85.2,No Fertilizer Needed
41.7,71.0,14.0,Black,Banana,104.0,30.3,22.7,SSP (Single Super Phosphate)
34.0,43.0,73.1,Black,Chickpea,58.6,87.0,0.9,MOP (Muriate of Potash)
13.9,53.2,41.7,Sandy,Orange,127.4,84.0,190.2,No Fertilizer Needed
18.7,73.3,83.7,Sandy,Mungbean,107.7,92.9,147.2,No Fertilizer Needed
13.4,64.0,41.8,Sandy,Mango,73.4,123.0,34.2,Balanced NPK 10-10-10
10.2,58.2,31.8,Black,Banana,47.0,90.1,103.5,No Fertilizer Needed
41.3,85.4,64.0,Black,Apple,149.7,7.8,33.4,SSP (Single Super Phosphate)
27.3,98.8,35.0,Loamy,Apple,24.1,52.2,2.4,MOP (Muriate of Potash)
32.0,31.4,59.4,Red,Pigeonpeas,86.9,91.2,97.9,No Fertilizer Needed
26.6,87.2,17.9,Clayey,Apple,89.9,35.6,145.5,SSP (Single Super Phosphate)
30.1,51.7,11.7,Sandy,Chickpea,148.3,45.7,168.2,No Fertilizer Needed
41.5,84.3,32.1,Black,Wheat,141.4,76.3,128.0,No Fertilizer Needed
11.8,84.7,24.2,Loamy,Mungbean,129.5,8.5,60.3,SSP (Single Super Phosphate)
33.5,23.9,56.1,Loamy,Coffee,1.1,22.7,92.0,DAP (Diammonium Phosphate)
13.3,96.0,27.8,Sandy,Wheat,26.6,24.0,184.0,DAP (Diammonium Phosphate)
30.6,99.0,30.1,Red,Cotton,134.1,101.5,193.4,No Fertilizer Needed
15.2,48.3,75.3,Sandy,Coffee,102.9,148.6,179.8,No Fertilizer Needed
21.6,40.9,82.1,Black,Coconut,62.1,65.2,65.7,Balanced NPK 10-10-10
27.7,24.2,14.7,Loamy,Wheat,21.3,107.0,141.2,Urea
35.0,47.4,43.9,Clayey,Wheat,93.9,55.8,1.1,MOP (Muriate of Potash)
34.8,71.1,34.5,Red,Chickpea,45.4,91.9,142.7,No Fertilizer Needed
38.0,53.3,36.1,Red,Apple,95.2,5.0,122.5,SSP (Single Super Phosphate)
24.2,91.2,72.3,Black,Banana,44.7,126.7,175.8,No Fertilizer Needed
19.6,56.3,20.1,Sandy,Mango,31.9,76.8,168.7,Urea
33.5,41.6,77.1,Sandy,Maize,83.5,54.1,216.3,Balanced NPK 10-10-10
26.4,52.9,52.3,Clayey,Banana,58.8,139.6,84.9,No Fertilizer Needed
26.6,62.9,38.2,Clayey,Blackgram,83.2,17.1,212.7,SSP (Single Super Phosphate)
43.6,66.3,87.7,Red,Mango,46.0,93.8,69.3,Balanced NPK 10-10-10
12.7,68.0,71.2,Clayey,Pigeonpeas,148.4,99.9,181.4,No Fertilizer Needed
26.9,56.4,72.4,Clayey,Grapes,2.9,51.1,63.7,Urea
36.7,25.5,14.6,Black,Grapes,145.2,116.1,52.6,No Fertilizer Needed
17.1,33.0,76.8,Clayey,Grapes,46.7,142.2,131.4,No Fertilizer Needed
29.2,63.6,33.8,Red,Pomegranate,116.2,149.4,5.2,MOP (Muriate of Potash)
23.0,65.8,65.8,Sandy,Chickpea,48.5,51.7,108.5,Balanced NPK 10-10-10
42.0,66.8,23.9,Loamy,Grapes,93.0,41.9,119.3,Balanced NPK 10-10-10
12.2,60.3,12.2,Black,Coffee,2.4,29.5,176.0,DAP (Diammonium Phosphate)
